"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"5","13","0","1","120,344","2,019"
"5","20","3","9","5,383,939","2,019"
"11","18","1","1","409,630","2,018"
"4","19","0","4","2,338","2,018"
"9","5","2","4","1,217","2,021"
"4","13","5","9","772,555","2,019"
"8","13","4","4","5,388","2,021"
"3","22","5","7","19,843.32724381503","2,020"
"1","21","0","8","55,090","2,019"
"2","9","1","9","43,972.66701551824","2,021"
"11","13","2","9","621,529","2,018"
"3","4","4","9","97,392,256","2,019"
"12","8","6","5","59,726","2,021"
"7","6","5","9","204,415","2,018"
"6","3","2","5","93,619.77038282742","2,020"
"8","23","2","5","346,806","2,018"
"11","14","3","7","163","2,021"
"6","14","0","5","11,855","2,018"
"5","5","0","9","4,555,689.32573180192","2,021"
"9","16","2","9","49,167,380","2,019"
"6","18","0","3","406,984.96780152486","2,021"
"4","14","4","3","621,587","2,019"
"7","1","2","0","22,217","2,018"
"5","8","0","9","41,548","2,020"
"3","20","6","5","296,143.5509074433","2,020"
"11","1","5","8","10,130","2,020"
"11","0","2","2","21,458.0840864667","2,021"
"1","6","0","None","113,600","2,022"
"2","3","6","4","10,644","2,022"
"10","7","2","9","610,239","2,019"
"10","15","6","2","5,299","2,021"
"12","0","6","8","70,134","2,019"
"11","9","6","1","63,845.67310890307","2,020"
"6","16","2","10","637","2,020"
"2","10","1","5","1,962","2,019"
"6","20","4","5","118,196","2,018"
"1","0","0","1","222,350.11290143125","2,021"
"8","17","4","7","6,348","2,021"
"3","18","4","3","533,445.85812547963","2,021"
"11","6","5","None","1,675","2,020"
"5","1","1","7","11,039","2,019"
"5","2","6","0","11,483","2,018"
"10","20","0","None","0","2,021"
"4","19","6","2","63","2,021"
"5","11","2","9","396,441","2,019"
"12","11","5","6","1,348","2,018"
"3","17","1","8","9,944.23985126927","2,021"
"3","20","4","2","5,567","2,020"
"1","23","2","5","67,501","2,021"
"10","9","0","3","20,313","2,018"
"4","17","6","0","8,645.09292096465","2,022"
"8","12","6","8","3,158","2,018"
"7","11","5","9","37,299","2,018"
"6","23","6","3","1,160,832","2,019"
"8","13","3","1","276,273","2,019"
"10","16","1","None","24","2,021"
"3","8","1","10","4","2,021"
"11","10","1","2","2,636","2,021"
"8","12","3","1","10,280.90951718413","2,020"
"1","19","2","7","30,537","2,019"
"1","23","4","10","10,967","2,022"
"3","18","6","7","18,954","2,022"
"2","19","2","9","459,162.42366854563","2,021"
"12","6","3","0","14,018","2,018"
"3","12","6","1","15,278","2,022"
"11","7","0","9","4,212,379","2,019"
"12","23","4","4","49,934","2,018"
"6","1","5","None","144","2,021"
"5","2","4","9","4,979,649","2,019"
"6","22","5","None","2,377","2,020"
"8","18","2","7","22","2,020"
"8","10","3","5","3,680","2,019"
"2","23","4","8","85,960","2,019"
"9","21","4","1","236,641.73026384029","2,020"
"1","0","4","2","29,508","2,019"
"4","18","2","10","23,208","2,019"
"1","6","1","10","869","2,020"
"12","13","4","4","15,723","2,018"
"5","7","4","5","83,680.2208353696","2,021"
"7","22","1","9","23,749,186.75944609819","2,020"
"3","8","6","5","61,200","2,019"
"6","3","1","2","16,834.95281892311","2,021"
"11","14","1","10","26,129","2,019"
"8","22","4","None","881","2,021"
"10","5","3","5","41,900","2,021"
"5","14","5","5","126,231","2,019"
"3","10","1","3","18,133.12842793684","2,020"
"8","4","3","3","427,838","2,019"
"4","13","0","9","2,964,236","2,019"
"7","0","1","10","17,810","2,018"
"7","15","5","1","306,070.63591509739","2,021"
"3","12","0","5","22,452.99142077329","2,020"
"1","15","4","8","1,591","2,019"
"7","1","1","3","182,118.98688714558","2,020"
"12","3","3","9","2,416,433.59548688883","2,021"
"7","17","4","7","20","2,020"
"8","15","6","None","291","2,020"
"1","19","1","7","35,108","2,022"
"11","7","1","3","93,335","2,021"
"3","8","6","4","7,553","2,019"
"4","20","2","8","83,290.17986764248","2,021"
"1","14","1","4","22,779","2,019"
"6","7","1","2","2,319","2,021"
"4","23","5","8","336,762.75007384567","2,021"
"10","17","1","8","25,014","2,018"
"9","22","0","4","6,286","2,020"
"4","16","6","8","36,075","2,019"
"1","23","1","None","113,900","2,022"
"4","1","3","2","9,588","2,021"
"6","23","1","7","20,907","2,019"
"7","23","5","9","8,185,217","2,019"
"4","14","3","3","667,402","2,019"
"7","12","0","10","2,090","2,020"
"12","1","3","3","345,880","2,019"
"3","11","3","7","3,416","2,022"
"7","19","2","8","6,549","2,020"
"4","8","1","5","13,210","2,019"
"12","16","1","3","167,231","2,018"
"2","21","3","1","22,999,442","2,020"
"2","19","1","2","2,001","2,021"
"1","22","2","5","108,035","2,021"
"10","2","3","1","142,001.13642235507","2,021"
"9","6","6","2","5,409","2,019"
"3","10","1","4","1,830","2,021"
"12","14","4","4","4,132","2,020"
"11","5","6","0","11,360,650","2,019"
"8","3","1","9","3,124,822","2,019"
"7","17","3","3","193,856.91636788778","2,020"
"4","0","2","3","656,471.89050687401","2,021"
"10","18","6","5","655,590.4994180536","2,021"
"10","20","2","4","15,631","2,018"
"12","0","3","8","25,961","2,018"
"12","3","1","3","81,961.48058903541","2,020"
"5","13","3","1","63,685","2,021"
"9","23","4","1","584,668","2,019"
"9","15","1","3","118,333.2138421412","2,020"
"11","15","4","3","193,957","2,021"
"2","7","1","9","315,339.68901113795","2,022"
"11","22","1","9","71,296,036","2,019"
"10","21","6","7","15,161","2,019"
"7","10","2","4","3,705","2,021"
"12","19","3","3","319,123","2,019"
"9","22","5","8","107,710.86480126004","2,020"
"11","17","0","0","114,228","2,018"
"3","12","0","5","22,925","2,022"
"9","11","3","3","45,812.16400485444","2,020"
"7","20","4","9","6,393,869","2,019"
"12","3","4","7","46,884","2,018"
"12","22","2","5","154,610.31763982908","2,020"
"5","0","6","9","160,794,423","2,020"
"7","5","2","5","66,671.05217303387","2,020"
"9","18","2","7","16,269","2,019"
"2","0","1","4","6,551","2,022"
"1","17","1","2","11","2,021"
"3","4","2","8","1,293","2,022"
"11","18","3","3","235,763.7391812003","2,020"
"7","16","2","10","25,023","2,019"
"11","16","2","1","173,023","2,018"
"10","3","2","0","27,085","2,018"
"1","8","0","3","28,401","2,019"
"5","1","5","7","9,755","2,019"
"8","7","3","1","42,951","2,018"
"12","5","4","5","45,899.90837788256","2,020"
"6","20","2","1","213,560.34171526935","2,021"
"1","4","0","10","16,637","2,020"
"12","4","2","9","783,627","2,019"
"12","6","1","4","466","2,019"
"4","20","6","5","847,379.89998392333","2,021"
"8","12","2","10","1,927","2,018"
"1","14","3","2","11","2,019"
"6","3","0","5","164,103.72425557232","2,020"
"1","20","3","8","14,204.74832142585","2,022"
"3","10","4","8","12,278","2,022"
"5","23","1","4","7,885","2,021"
"10","5","6","3","76,181","2,018"
"2","0","3","3","825,244","2,019"
"6","11","2","3","102,992","2,019"
"7","20","3","9","1,397,718.85573142532","2,020"
"1","19","1","7","13,894","2,020"
"6","18","3","3","578,076","2,019"
"1","6","6","4","3,579","2,022"
"11","5","0","1","26,300","2,018"
"4","18","5","5","557,969","2,019"
"7","18","3","0","28,387","2,018"
"4","5","3","5","148,213.94491434002","2,021"
"7","22","3","0","31,876","2,018"
"9","17","1","8","22,080","2,021"
"11","18","0","5","265,069","2,019"
"9","18","2","8","16,376","2,018"
"7","11","4","9","315,236","2,019"
"6","10","6","8","5,419","2,021"
"2","7","4","3","20,440","2,021"
"2","4","0","7","7,026","2,019"
"11","14","0","1","165,064","2,019"
"5","10","6","1","22,778,754","2,020"
"5","17","4","10","18,186","2,021"
"4","23","0","7","14,180","2,021"
"9","22","0","3","428,931.03817373477","2,021"
"5","20","2","10","31,510","2,019"
"12","9","6","1","28,792","2,018"
"11","0","0","1","350,047","2,018"
"4","21","3","2","11,093","2,020"
"2","21","5","None","405,400","2,022"
"6","18","3","9","3,888,072","2,019"
"8","3","3","4","7,397","2,019"
"9","1","6","10","51,616","2,018"
"8","10","2","9","233,318","2,019"
"5","21","4","9","69,018,918","2,020"
"7","13","0","5","69,490.96324291501","2,021"
"7","6","5","3","254,123.30043742841","2,020"
"2","15","6","3","229,323","2,020"
"12","11","1","1","2,309","2,020"
"4","1","5","None","1,664,168","2,020"
"6","23","2","0","1,540,611","2,019"
"10","11","1","10","6,404","2,019"
"11","2","0","1","102,655.2821039304","2,020"
"1","21","4","2","30,261","2,019"
"11","1","1","6","7,298","2,018"
"10","17","5","5","629,039.64725461491","2,021"
"3","22","0","5","220,079.22126234709","2,022"
"9","16","1","1","67,057.4442340041","2,020"
"1","2","0","10","20,380","2,019"
"9","20","3","8","40,016","2,018"
"12","22","6","9","6,632,962","2,018"
"4","1","0","7","11,998","2,019"
"3","9","0","9","204,300","2,019"
"5","14","2","3","51,178","2,020"
"9","15","1","0","19,284","2,018"
"12","16","5","5","44,909","2,020"
"10","17","3","5","103,104","2,018"
"3","19","0","7","5,343","2,022"
"5","0","5","3","1,331,890.8265711976","2,021"
"8","22","5","7","854","2,018"
"6","1","6","5","68,595,279.48440012827","2,020"
"10","23","1","10","11,075","2,020"
"12","2","6","1","421,163","2,019"
"4","14","4","2","10,458","2,019"
"8","13","6","1","37,703","2,018"
"8","2","6","10","19,996","2,018"
"6","17","5","4","14,287","2,019"
"11","0","1","1","45,688,960","2,019"
"9","13","4","8","3,410","2,019"
"2","8","2","None","153,700","2,022"
"8","13","4","10","305","2,021"
"12","19","4","5","45,518,800","2,019"
"11","22","5","2","917","2,019"
"8","7","5","4","6,963","2,019"
"8","13","4","1","67,324","2,021"
"12","1","3","9","1,704,292","2,019"
"6","3","5","5","276,273.55920756275","2,020"
"8","6","6","9","3,853,469","2,019"
"10","11","6","1","16,354","2,021"
"4","21","2","5","233,751.56640557251","2,021"
"4","22","0","9","282,458","2,020"
"1","6","1","3","61,957","2,020"
"1","20","3","0","4,494","2,019"
"9","12","4","2","2,947","2,021"
"10","19","4","3","970,342","2,019"
"3","0","2","7","45,257","2,019"
"11","18","1","4","0","2,020"
"3","14","5","9","770,293.47759566666","2,022"
"4","22","2","None","1,445","2,021"
"5","2","5","5","302,372","2,019"
"5","21","6","3","1,564,594","2,019"
"4","13","0","0","6,214","2,018"
"11","15","1","5","128,407","2,019"
"12","23","0","9","2,226,643.64527769007","2,021"
"8","3","0","1","172,157","2,019"
"5","22","5","7","1,631","2,019"
"12","22","1","7","407,852","2,018"
"9","13","0","9","213,510.67028390927","2,020"
"11","9","3","9","188,285","2,018"
"10","4","0","10","4,619","2,018"
"5","16","0","1","7,483,191.81679245543","2,021"
"3","14","6","None","664,500","2,022"
"11","12","0","10","471","2,020"
"3","19","6","2","26,478","2,021"
"1","22","6","0","337","2,019"
"8","18","0","10","3,589","2,020"
"3","23","0","2","8,536","2,022"
"10","13","6","1","100,816.71642462553","2,021"
"12","18","1","8","6,311.68403907683","2,020"
"1","16","3","2","816","2,022"
"4","14","2","1","51,970","2,018"
"7","12","1","9","1,533,070","2,019"
"8","19","6","2","41","2,018"
"1","23","2","None","11,367,416","2,020"
"8","22","6","4","12,228","2,021"
"8","1","6","8","109,805.88870004751","2,021"
"7","16","1","5","102,995.98240916752","2,021"
"12","18","0","5","14,631","2,020"
"7","3","3","5","93,261","2,018"
"9","14","5","3","564,129.60424288369","2,021"
"8","23","2","3","500,090.89932832854","2,021"
"4","22","6","10","30,208.83617851287","2,022"
"10","23","4","1","334,553.73427416182","2,020"
"4","6","6","8","3,156","2,021"
"9","22","1","7","20,848","2,019"
"9","11","0","3","25,682","2,018"
"11","19","4","4","5,182","2,019"
"9","16","4","3","179,022.89813970514","2,020"
"12","11","0","1","15,138","2,021"
"10","15","1","3","386,575","2,019"
"8","18","4","7","7,883","2,021"
"10","2","0","9","6,242,260.10444402615","2,021"
"10","1","5","7","11,745","2,019"
"9","6","3","0","8,111","2,018"
"9","1","5","5","434,007.97018733125","2,021"
"8","20","2","3","232,479.86622693594","2,020"
"1","1","2","10","16,777","2,019"
"3","13","2","1","76,347","2,022"
"12","20","1","1","4,462,508.212288643","2,020"
"6","18","6","9","5,292,232.53184010835","2,021"
"1","3","1","9","816,585.54996623883","2,022"
"3","2","2","1","142,562.9350602926","2,020"
"3","0","3","5","222,459.52103991864","2,021"
"1","21","2","3","328,671.1252251241","2,022"
"4","0","5","5","93,626.3006405254","2,022"
"2","4","5","2","1,614","2,021"
"10","10","0","7","2,700","2,018"
"7","23","1","4","1,239","2,018"
"10","15","2","6","3,011","2,018"
"8","3","4","7","7,629","2,021"
"4","19","2","10","23,943","2,021"
"8","23","6","3","567,479","2,018"
"3","14","4","3","885,731","2,019"
"4","21","3","10","12,323","2,020"
"8","23","2","0","47,008","2,018"
"10","4","3","4","18,163","2,019"
"5","9","6","10","3,940","2,020"
"3","22","3","3","23,136,415","2,020"
"2","7","5","3","103,941","2,021"
"7","17","6","1","536,598.97795852717","2,021"
"2","22","6","0","1,649","2,019"
"12","14","0","4","4,821","2,019"
"3","23","1","4","13,355","2,022"
"1","22","6","4","74,566","2,019"
"7","4","5","3","1,310,201","2,019"
"6","19","5","5","23,016,806.05086465305","2,020"
"8","23","4","None","2,139,346","2,021"
"6","19","4","0","51,124","2,018"
"3","13","3","3","94,969","2,021"
"1","5","6","5","87,565","2,019"
"9","18","4","2","806","2,018"
"5","2","1","1","171,857","2,020"
"9","1","4","3","327,733.54060910123","2,020"
"2","22","4","3","164,990.82262195117","2,021"
"2","11","0","4","1,319","2,020"
"12","5","2","3","119,976","2,018"
"12","3","3","9","1,047,023","2,019"
"3","13","2","4","12,114","2,019"
"8","17","5","8","64,637","2,018"
"9","22","4","5","279,151.41527784604","2,020"
"9","21","0","10","57,834","2,019"
"12","20","2","5","89,572","2,019"
"6","17","4","2","487","2,018"
"4","19","6","0","81","2,022"
"10","18","0","3","23,114,661.49825420158","2,020"
"2","21","1","10","94,870","2,020"
"12","16","6","3","165,168.69818005571","2,020"
"9","11","2","3","89,855","2,019"
"11","13","6","1","16,209","2,019"
"7","20","0","5","257,892","2,019"
"12","6","1","5","13,007","2,021"
"12","22","0","2","5,597","2,021"
"3","11","1","10","4,087","2,021"
"10","17","3","8","34,280","2,018"
"4","13","2","7","13,244","2,020"
"8","23","3","10","23,094","2,021"
"10","4","0","2","3,119","2,021"
"11","16","0","5","44,034","2,018"
"11","14","0","4","8,427","2,019"
"5","21","1","1","158,463.62482971762","2,021"
"8","21","4","3","319,824.36542892297","2,020"
"12","6","6","2","13,221","2,019"
"7","2","5","10","9,441","2,020"
"1","19","2","3","393,718","2,019"
"1","2","6","8","22,841","2,019"
"8","0","0","1","352,057","2,018"
"11","3","5","10","32,304","2,020"
"8","21","1","1","94,657.74013710818","2,020"
"12","6","5","5","112,394.19741904474","2,021"
"8","4","5","8","31,021","2,019"
"12","4","4","8","68,996.33952241848","2,021"
"11","10","0","1","1,200","2,018"
"4","4","5","9","1,499,158.09220967078","2,022"
"4","17","4","7","4,228","2,021"
"8","8","3","4","15,553","2,019"
"1","18","3","3","391,384","2,020"
"4","10","4","3","23,630","2,021"
"10","20","6","4","18,063","2,019"
"6","19","6","10","48,392","2,019"
"10","17","1","4","126,300","2,019"
"7","16","5","7","5,612","2,020"
"9","16","6","9","96,483,075","2,019"
"1","12","2","4","5,447","2,020"
"6","15","1","9","1,172,231.17002719983","2,021"
"11","9","0","5","1,247","2,018"
"3","3","0","4","49,408","2,019"
"5","21","4","8","160,353","2,019"
"6","12","1","1","10,943","2,018"
"3","19","5","3","1,125,873.69776221487","2,021"
"12","13","2","5","38,237","2,021"
"2","4","3","1","18,261","2,020"
"8","12","4","9","486,663.8502144665","2,021"
"4","19","4","7","11,374","2,019"
"10","0","6","10","143,547","2,019"
"8","4","5","9","8,990,562","2,019"
"12","13","3","7","32,952","2,018"
"5","6","6","3","956,417.22229450446","2,021"
"11","21","4","10","42,322","2,020"
"1","21","3","3","577,808","2,019"
"2","2","6","1","286,242","2,019"
"1","21","0","8","16,004","2,021"
"6","16","0","2","1,144","2,018"
"10","21","0","1","100,728.89944108096","2,020"
"9","20","6","0","35,566","2,018"
"7","10","1","3","86,036","2,019"
"9","5","2","9","1,414,582.10787180979","2,021"
"10","17","5","4","25,821","2,018"
"5","11","5","1","10,120","2,019"
"9","12","2","5","58,726","2,021"
"11","1","0","4","1,106","2,020"
"10","23","6","2","85","2,019"
"8","14","6","1","92,204","2,019"
"5","11","5","9","174,281","2,019"
"9","7","0","1","4,031,481.42688842272","2,020"
"4","13","4","4","395","2,022"
"1","4","4","1","68,148","2,019"
"9","4","6","3","1,309,191.76391420231","2,021"
"7","22","2","3","398,149.05494353905","2,020"
"8","21","5","8","52,812.39823619474","2,020"
"9","18","0","4","34,883","2,018"
"1","18","1","3","525,201","2,019"
"12","10","1","4","1,627","2,018"
"7","4","6","8","120,198","2,021"
"4","9","3","5","19,062","2,021"
"11","6","6","4","50,069","2,018"
"5","16","6","8","45,966","2,019"
"7","19","3","2","10,025","2,021"
"8","2","1","7","13,900","2,019"
"6","6","5","3","14,769","2,018"
"1","23","4","4","2,101","2,021"
"6","23","1","4","19,502","2,019"
"1","16","0","9","419,195.51256512743","2,022"
"5","5","1","9","1,850,377.95766348265","2,021"
"11","12","2","2","10,329","2,021"
"2","4","2","3","100,178.33626737991","2,020"
"3","1","1","None","1,532,606","2,022"
"1","2","0","8","1,794","2,019"
"5","20","5","9","9,794,479","2,019"
"3","22","1","9","4,536,300.49033902215","2,022"
"7","21","1","2","14,641","2,021"
"10","10","5","5","10,639","2,020"
"5","16","1","4","1,449","2,019"
"1","7","4","7","9,748","2,021"
"10","10","0","3","27,574","2,018"
"1","16","3","None","132,900","2,022"
"1","19","2","8","12,654","2,019"
"10","3","1","0","34,727","2,018"
"9","11","5","7","1,194","2,019"
"10","22","5","9","3,610,892,058","2,018"
"7","15","4","9","1,926,337.97710577121","2,021"
"3","8","3","5","8,707","2,022"
"3","16","2","9","1,949,556.91555156726","2,022"
"7","0","3","2","4,762","2,021"
"11","5","0","9","492,413","2,018"
"2","21","6","3","1,362,712","2,019"
"7","20","1","1","99,328.10182962218","2,020"
"8","20","1","10","18,620","2,021"
"12","13","6","1","10,326","2,019"
"3","18","4","None","546","2,020"
"8","7","6","10","10,039","2,021"
"2","6","1","1","61,021.44177845809","2,022"
"3","20","1","7","78,848","2,019"
"4","3","5","1","427,317","2,019"
"8","1","5","9","5,690,034","2,018"
"1","1","4","2","402","2,020"
"10","19","4","9","7,435,293.00483148268","2,021"
"12","23","6","9","2,722,197.24070964838","2,020"
"8","22","1","1","105,415.40884407859","2,020"
"10","5","1","1","19,463","2,018"
"12","9","5","10","1,856","2,018"
"3","8","5","3","376,371","2,019"
"9","6","5","9","656,656","2,018"
"5","13","1","1","37,245","2,021"
"7","0","1","9","1,578,261","2,018"
"5","21","5","1","1,024,977","2,019"
"10","1","2","3","462,332.58970802351","2,021"
"9","12","0","9","1,287,310","2,019"
"9","18","3","10","30,054","2,019"
"10","11","5","0","1,478","2,018"
"4","4","2","2","4,119","2,020"
"8","6","4","4","3,022","2,019"
"11","12","5","4","704","2,019"
